iter,train_loss,train_acc,test_loss,test_acc,time
1,4.666631,1.000000,4.666631,1.000000,0.000000
2,4.641811,1.000000,4.641473,1.000000,0.000000
3,4.283828,3.722000,4.271459,4.120000,0.000000
4,4.251455,4.102000,4.231453,4.120000,0.000000
5,4.182465,4.878000,4.170011,5.020000,0.018550
6,4.478090,4.280000,4.452318,4.720000,0.037785
7,4.205684,4.448000,4.202430,4.720000,0.055585
8,4.138409,4.842000,4.132419,5.030000,0.076552
9,4.227804,4.906000,4.241783,4.890000,0.095642
10,4.011099,6.618000,4.012518,6.920000,0.114504
11,4.068518,6.280000,4.056922,6.610000,0.133887
12,3.996511,6.470000,4.002381,6.590000,0.152660
13,4.045016,6.290000,4.070522,5.980000,0.172397
14,4.018201,6.850000,4.034693,7.110000,0.191817
15,3.931024,7.666000,3.916310,7.820000,0.210043
16,3.924775,7.706000,3.916389,8.330000,0.229287
17,3.912571,7.804000,3.917190,7.930000,0.250993
18,3.898568,8.192000,3.924543,8.050000,0.269158
19,3.930188,7.920000,3.929005,8.240000,0.287705
20,3.847836,8.622000,3.848879,9.190000,0.305489
21,3.885803,8.000000,3.888104,8.000000,0.324783
22,3.883706,8.358000,3.866075,9.180000,0.343722
23,3.867294,8.144000,3.848955,8.990000,0.363747
24,3.854528,8.510000,3.855792,8.780000,0.383178
25,3.829278,8.984000,3.838398,9.140000,0.402367
26,3.821425,9.098000,3.830629,9.190000,0.425034
27,3.806423,9.654000,3.803659,9.820000,0.445612
28,3.820102,9.214000,3.811614,9.390000,0.467590
29,3.782662,9.730000,3.779642,9.840000,0.487518
30,3.765693,10.024000,3.753878,10.730000,0.506245
31,3.769074,10.138000,3.771980,10.100000,0.525228
32,3.753256,10.356000,3.728068,10.700000,0.546481
33,3.754337,10.346000,3.739408,10.940000,0.565051
34,3.751193,10.698000,3.739569,10.900000,0.584091
35,3.714351,11.468000,3.710881,11.810000,0.602025
36,3.739189,11.340000,3.753302,10.970000,0.620593
37,3.697028,11.764000,3.685575,12.070000,0.639168
38,3.762924,10.866000,3.763490,11.590000,0.657902
39,3.701036,11.640000,3.686328,12.250000,0.676354
40,3.703512,11.320000,3.694372,11.900000,0.694379
41,3.701675,11.580000,3.692349,11.660000,0.712472
42,3.643010,12.544000,3.622353,12.670000,0.731078
43,3.663922,12.148000,3.641939,12.310000,0.749137
44,3.618963,13.376000,3.606022,13.860000,0.772162
45,3.619881,12.664000,3.622677,13.360000,0.790331
46,3.612115,12.894000,3.594983,13.550000,0.808593
47,3.656756,12.198000,3.651408,12.520000,0.826579
48,3.675476,12.506000,3.650812,13.190000,0.844742
49,3.643555,13.368000,3.635156,13.800000,0.864810
50,3.595410,13.434000,3.606406,13.650000,0.886005
51,3.579753,13.646000,3.569301,13.880000,0.908162
52,3.573385,13.734000,3.558479,14.560000,0.927246
